100;608.012;676.701;736.289;715.424;716.949;
150;908.001;919.215;917.402;914.206;892.009;
200;996.992;980.010;1021.437;1028.807;966.100;
250;1029.221;0;893.392;1146.504;0;
300;1141.218;0;1262.849;1250.722;1082.936;
350;1289.350;1297.564;0;1271.260;1251.881;
400;0;0;0;0;0;
450;0;1379.667;1424.116;0;1182.246;
500;0;1275.717;1490.620;0;1222.384;
550;1518.668;1525.706;0;0;0;
600;0;0;0;0;1430.827;
650;0;0;1407.327;0;0;
700;0;0;0;0;0;
750;0;0;0;0;0;
800;0;0;0;0;0;
850;1567.046;1637.824;0;0;0;
900;0;1572.603;0;0;1616.002;
950;0;0;0;0;0;
1000;0;0;0;0;0;
1050;0;0;0;0;0;
1100;0;0;0;1711.454;0;
1150;0;1779.301;0;0;0;
1200;0;0;0;0;0;
1250;0;0;0;0;1827.289;
1300;0;0;0;0;0;
1350;1838.052;0;0;1892.112;0;
1400;0;0;0;0;1940.989;
1450;1920.743;0;0;0;0;
1500;0;0;0;0;1840.218;
1550;0;0;0;0;0;
1600;0;0;0;1747.194;0;
1650;0;1673.078;0;0;0;
1700;0;1830.793;0;0;0;
1750;0;0;0;0;1888.467;
1800;0;0;0;0;0;
1850;0;0;1881.415;0;0;
1900;0;0;1928.734;0;0;
1950;0;0;0;0;1927.556;
2000;0;0;1824.271;0;0;
2050;0;0;2009.398;0;0;
